% IASI May 2009 fast model tuning file for wcon and nonLTE only
%    w con tuning to match AIRS dec05deliv water continuum
%    nonLTE tuning to match AIRS dec05deliv water continuum
% Created: 06 May 2009, Scott Hannon
%
%  ID   freq     fixed  w lines  w con    ozone    CO      CH4   nonLTE
%----  --------  ------  ------  ------  ------  ------  ------  ------
 3390  1492.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3391  1492.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3392  1492.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3393  1493.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3394  1493.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3395  1493.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3396  1493.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3397  1494.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3398  1494.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3399  1494.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3400  1494.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3401  1495.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3402  1495.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3403  1495.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3404  1495.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3405  1496.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3406  1496.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3407  1496.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3408  1496.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3409  1497.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3410  1497.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3411  1497.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3412  1497.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3413  1498.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3414  1498.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3415  1498.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3416  1498.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3417  1499.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3418  1499.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3419  1499.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3420  1499.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3421  1500.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3422  1500.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3423  1500.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3424  1500.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3425  1501.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3426  1501.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3427  1501.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3428  1501.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3429  1502.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3430  1502.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3431  1502.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3432  1502.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3433  1503.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3434  1503.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3435  1503.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3436  1503.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3437  1504.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3438  1504.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3439  1504.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3440  1504.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3441  1505.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3442  1505.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3443  1505.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3444  1505.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3445  1506.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3446  1506.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3447  1506.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3448  1506.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3449  1507.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3450  1507.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3451  1507.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3452  1507.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3453  1508.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3454  1508.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3455  1508.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3456  1508.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3457  1509.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3458  1509.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3459  1509.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3460  1509.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3461  1510.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3462  1510.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3463  1510.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3464  1510.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3465  1511.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3466  1511.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3467  1511.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3468  1511.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3469  1512.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3470  1512.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3471  1512.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3472  1512.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3473  1513.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3474  1513.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3475  1513.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3476  1513.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3477  1514.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3478  1514.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3479  1514.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3480  1514.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3481  1515.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3482  1515.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3483  1515.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3484  1515.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3485  1516.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3486  1516.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3487  1516.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3488  1516.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3489  1517.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3490  1517.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3491  1517.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3492  1517.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3493  1518.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3494  1518.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3495  1518.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3496  1518.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3497  1519.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3498  1519.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3499  1519.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3500  1519.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3501  1520.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3502  1520.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3503  1520.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3504  1520.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3505  1521.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3506  1521.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3507  1521.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3508  1521.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3509  1522.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3510  1522.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3511  1522.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3512  1522.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3513  1523.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3514  1523.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3515  1523.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3516  1523.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3517  1524.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3518  1524.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3519  1524.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3520  1524.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3521  1525.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3522  1525.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3523  1525.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3524  1525.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3525  1526.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3526  1526.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3527  1526.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3528  1526.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3529  1527.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3530  1527.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3531  1527.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3532  1527.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3533  1528.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3534  1528.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3535  1528.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3536  1528.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3537  1529.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3538  1529.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3539  1529.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3540  1529.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3541  1530.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3542  1530.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3543  1530.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3544  1530.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3545  1531.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3546  1531.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3547  1531.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3548  1531.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3549  1532.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3550  1532.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3551  1532.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3552  1532.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3553  1533.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3554  1533.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3555  1533.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3556  1533.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3557  1534.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3558  1534.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3559  1534.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3560  1534.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3561  1535.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3562  1535.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3563  1535.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3564  1535.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3565  1536.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3566  1536.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3567  1536.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3568  1536.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3569  1537.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3570  1537.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3571  1537.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3572  1537.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3573  1538.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3574  1538.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3575  1538.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3576  1538.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3577  1539.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3578  1539.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3579  1539.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3580  1539.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3581  1540.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3582  1540.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3583  1540.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3584  1540.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3585  1541.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3586  1541.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3587  1541.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3588  1541.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3589  1542.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3590  1542.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3591  1542.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3592  1542.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3593  1543.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3594  1543.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3595  1543.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3596  1543.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3597  1544.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3598  1544.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3599  1544.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3600  1544.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3601  1545.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3602  1545.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3603  1545.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3604  1545.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3605  1546.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3606  1546.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3607  1546.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3608  1546.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3609  1547.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3610  1547.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3611  1547.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3612  1547.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3613  1548.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3614  1548.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3615  1548.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3616  1548.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3617  1549.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3618  1549.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3619  1549.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3620  1549.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3621  1550.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3622  1550.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3623  1550.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3624  1550.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3625  1551.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3626  1551.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3627  1551.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3628  1551.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3629  1552.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3630  1552.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3631  1552.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3632  1552.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3633  1553.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3634  1553.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3635  1553.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3636  1553.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3637  1554.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3638  1554.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3639  1554.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3640  1554.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3641  1555.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3642  1555.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3643  1555.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3644  1555.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3645  1556.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3646  1556.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3647  1556.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3648  1556.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3649  1557.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3650  1557.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3651  1557.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3652  1557.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3653  1558.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3654  1558.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3655  1558.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3656  1558.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3657  1559.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3658  1559.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3659  1559.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3660  1559.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3661  1560.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3662  1560.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3663  1560.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3664  1560.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3665  1561.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3666  1561.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3667  1561.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3668  1561.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3669  1562.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3670  1562.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3671  1562.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3672  1562.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3673  1563.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3674  1563.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3675  1563.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3676  1563.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3677  1564.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3678  1564.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3679  1564.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3680  1564.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3681  1565.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3682  1565.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3683  1565.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3684  1565.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3685  1566.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3686  1566.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3687  1566.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3688  1566.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3689  1567.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3690  1567.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3691  1567.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3692  1567.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3693  1568.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3694  1568.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3695  1568.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3696  1568.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3697  1569.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3698  1569.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3699  1569.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3700  1569.750  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3701  1570.000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3702  1570.250  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
 3703  1570.500  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000
